#Answer.URL,WEBSITE,Input.Input-URL,Answer.ADDRESS1,Answer.CITY,ANSWER.STATE_NAME,COUNTRY,Answer.ZIP,Answer.MAP_URL,Answer.PHONE,CHAIN,TYPE,OPEN_DATE,Answer.PHOTO_URL,RATING,LAST_VERIFIED,LAT,LNG,HOTELID
Home2 Suites by Hilton Kenner New Orleans Airport,www.hilton.com,https://www.hilton.com/en/hotels/msykeht-home2-suites-kenner-new-orleans-airport/,1112 Veteran Memorial Blvd,Kenner,LA,USA,70062,https://www.hilton.com/en/hotels/msykeht-home2-suites-kenner-new-orleans-airport/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/MSYKEHT/16324593/baywood-la-kenner-hm2-final-ext-day.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1046&rh=439,0,2022-06-01,30.006559,-90.253876,NULL
Home2 Suites by Hilton Las Vegas Northwest,www.hilton.com,https://www.hilton.com/en/hotels/lasnwht-home2-suites-las-vegas-northwest/,8906 W Deer Springs Way,Las Vegas,NV,USA,89149,https://www.hilton.com/en/hotels/lasnwht-home2-suites-las-vegas-northwest/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,36.284718,-115.290169,NULL
Home2 Suites by Hilton Lewisburg,www.hilton.com,https://www.hilton.com/en/hotels/lwbwvht-home2-suites-lewisburg/,251 Grand Ave,Lewisburg,WV,USA,24901,https://www.hilton.com/en/hotels/lwbwvht-home2-suites-lewisburg/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/LWBWVHT/16275619/lwbwvht-exterior-3.jpg?impolicy=crop&cw=4500&ch=1889&gravity=NorthWest&xposition=0&yposition=555&rw=1046&rh=439,0,2022-06-01,37.814461,-80.434059,NULL
Home2 Suites by Hilton Lincolnshire Chicago,www.hilton.com,https://www.hilton.com/en/hotels/ordwaht-home2-suites-lincolnshire-chicago/,350 Knightsbridge Pkwy,Lincolnshire,IL,USA,60069,https://www.hilton.com/en/hotels/ordwaht-home2-suites-lincolnshire-chicago/hotel-location/,,HILTON,CHAIN,2022-02-01,https://www.hilton.com/im/en/ORDWAHT/15796447/gyl-lincolnshire-il-home2-0052-3-4.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=618&rw=1308&rh=549,0,2022-06-01,42.192715,-87.936813,NULL
Home2 Suites by Hilton Mesa Longbow,www.hilton.com,https://www.hilton.com/en/hotels/phxmeht-home2-suites-mesa-longbow/,5643 E Longbow Pkwy,Mesa,AZ,USA,85215,https://www.hilton.com/en/hotels/phxmeht-home2-suites-mesa-longbow/hotel-location/,,HILTON,CHAIN,2022-02-01,https://www.hilton.com/im/en/PHXMEHT/15956619/phxmeht-golf-course.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,33.472885,-111.708595,NULL
Home2 Suites by Hilton Miami Airport South Blue Lagoon,www.hilton.com,https://www.hilton.com/en/hotels/miaaaht-home2-suites-miami-airport-south-blue-lagoon/,5560 Blue Lagoon Dr,Miami,FL,USA,33126,"http://maps.google.com/?q=5560%20Blue%20Lagoon%20Drive,%20Miami,%20Florida,%2033126,%20USA",,HILTON,CHAIN,2022-04-15,https://www.hilton.com/im/en/MIAAAHT/16508312/miaaa-miabn-ext-day-waterview-rev.jpg?impolicy=crop&cw=4733&ch=1959&gravity=NorthWest&xposition=95&yposition=311&rw=1308&rh=549,0,2022-06-01,25.781542,-80.286781,NULL
Home2 Suites by Hilton Minneapolis University Area,www.hilton.com,https://www.hilton.com/en/hotels/msptcht-home2-suites-minneapolis-university-area/,2808 University Ave SE,Minneapolis,MN,USA,55414,https://www.hilton.com/en/hotels/msptcht-home2-suites-minneapolis-university-area/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,44.971371,-93.216927,NULL
Home2 Suites by Hilton Nashville MetroCenter,www.hilton.com,https://www.hilton.com/en/hotels/bnamcht-home2-suites-nashville-metrocenter/,410 Dominican Drive,Nashville,TN,USA,37228,https://www.hilton.com/en/hotels/bnamcht-home2-suites-nashville-metrocenter/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1046&rh=439,0,2022-06-01,36.188293,-86.796959,NULL
Home2 Suites by Hilton North Conway,www.hilton.com,https://www.hilton.com/en/hotels/connoht-home2-suites-north-conway/,1439 White Mountain Hwy,North Conway,NH,USA,03860,https://www.hilton.com/en/hotels/connoht-home2-suites-north-conway/hotel-location/,,HILTON,CHAIN,2022-01-01,https://www.hilton.com/im/en/CONNOHT/16262456/connoht-northconway-exteriorday.jpg?impolicy=crop&cw=4498&ch=1888&gravity=NorthWest&xposition=0&yposition=555&rw=1308&rh=549,0,2022-06-01,44.01836,-71.114136,NULL
Home2 Suites by Hilton North Little Rock,www.hilton.com,https://www.hilton.com/en/hotels/litliht-home2-suites-north-little-rock/,4221 Stockton Drive,North Little Rock,AR,USA,72117,https://www.hilton.com/en/hotels/litliht-home2-suites-north-little-rock/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/LITLIHT/15997701/litliht-exterior-day.jpg?impolicy=crop&cw=4507&ch=1892&gravity=NorthWest&xposition=0&yposition=553&rw=1046&rh=439,0,2022-06-01,34.786266,-92.218323,NULL
Home2 Suites by Hilton North Plano Hwy 75,www.hilton.com,https://www.hilton.com/en/hotels/dalskht-home2-suites-north-plano-hwy-75/,3525 Premier Dr,Plano,TX,USA,75023,https://www.hilton.com/en/hotels/dalskht-home2-suites-north-plano-hwy-75/hotel-location/,,HILTON,CHAIN,2022-02-01,https://www.hilton.com/im/en/DALSKHT/16154744/dsc-3807-8-9.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,33.046474,-96.703041,NULL
Home2 Suites by Hilton Northville Detroit,www.hilton.com,https://www.hilton.com/en/hotels/deththt-home2-suites-northville-detroit/,47450 Five Mile Rd,Northville,MI,USA,48168,https://www.hilton.com/en/hotels/deththt-home2-suites-northville-detroit/hotel-location/,,HILTON,CHAIN,2022-04-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,42.394405,-83.512245,NULL
Home2 Suites by Hilton Orlando Downtown,www.hilton.com,https://www.hilton.com/en/hotels/mconmht-home2-suites-orlando-downtown/,401 North Magnolia Avenue,Orlando,FL,USA,32801,https://www.hilton.com/en/hotels/mconmht-home2-suites-orlando-downtown/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/MCONMHT/15792612/peachtree-fl-orlando-dual-hgi-hm2-ext-day-edt-2.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=616&rw=1046&rh=439,0,2022-06-01,28.547899,-81.376282,NULL
Home2 Suites by Hilton Pocatello,www.hilton.com,https://www.hilton.com/en/hotels/pihpoht-home2-suites-pocatello/,2325 Via Caporatti Dr,Pocatello,ID,USA,83201,https://www.hilton.com/en/hotels/pihpoht-home2-suites-pocatello/hotel-location/,,HILTON,CHAIN,2022-02-01,https://www.hilton.com/im/en/PIHPOHT/16479674/pihpoht-exteriorday2.jpg?impolicy=crop&cw=4498&ch=1888&gravity=NorthWest&xposition=0&yposition=555&rw=1308&rh=549,0,2022-06-01,42.876923,-112.420273,NULL
Home2 Suites by Hilton Pompano Beach Pier,www.hilton.com,https://www.hilton.com/en/hotels/fllprht-home2-suites-pompano-beach-pier/,200 North Ocean Blvd,Pompano Beach,FL,USA,33062,https://www.hilton.com/en/hotels/fllprht-home2-suites-pompano-beach-pier/hotel-location/,,HILTON,CHAIN,2022-01-01,https://www.hilton.com/im/en/FLLPRHT/15930903/home2-tru-pp-exterior-003.jpg?impolicy=crop&cw=4000&ch=1679&gravity=NorthWest&xposition=0&yposition=226&rw=1046&rh=439,0,2022-06-01,26.235178,-80.090424,NULL
Home2 Suites by Hilton Raleigh North I-540,www.hilton.com,https://www.hilton.com/en/hotels/rduttht-home2-suites-raleigh-north-i540/,3951 Sumner Boulevard,Raleigh,NC,USA,27616,https://www.hilton.com/en/hotels/rduttht-home2-suites-raleigh-north-i540/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/RDUTTHT/16204728/dsc-1766-7-8.jpg?impolicy=crop&cw=4600&ch=1931&gravity=NorthWest&xposition=0&yposition=584&rw=1046&rh=439,0,2022-06-01,35.863808,-78.572594,NULL
Home2 Suites by Hilton Redlands Loma Linda,www.hilton.com,https://www.hilton.com/en/hotels/ralrlht-home2-suites-redlands/,1342 Industrial Park Ave,Redlands,CA,USA,92374,https://www.hilton.com/en/hotels/ralrlht-home2-suites-redlands-loma-linda/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/MIAWAHT/11461271/tribeca-1king-studio-prototype.tif?impolicy=crop&cw=5992&ch=2515&gravity=NorthWest&xposition=0&yposition=742&rw=1308&rh=549,0,2022-06-01,34.064819,-117.201424,NULL
Home2 Suites by Hilton Richmond Short Pump,www.hilton.com,https://www.hilton.com/en/hotels/ricpuht-home2-suites-richmond-short-pump/,209 Towne Center West Blvd,Richmond,VA,USA,23233,https://www.hilton.com/en/hotels/ricpuht-home2-suites-richmond-short-pump/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/RICPUHT/16747231/exterior-day.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=618&rw=1046&rh=439,0,2022-06-01,37.658428,-77.624405,NULL
Home2 Suites by Hilton Riverside March Air Reserve Base,www.hilton.com,https://www.hilton.com/en/hotels/ontowht-home2-suites-riverside-march-air-reserve-base/,22440 Van Buren Boulevard,Riverside,CA,USA,92518,https://www.hilton.com/en/hotels/ontowht-home2-suites-riverside-march-air-reserve-base/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/MultiHotel/16137326/hampton-exterior-2-9521-edit.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=492&rw=1308&rh=549,0,2022-06-01,33.889027,-117.273079,NULL
Home2 Suites by Hilton Rochester Greece,www.hilton.com,https://www.hilton.com/en/hotels/rocgrht-home2-suites-rochester-greece/,400 Bellwood Dr,Rochester,NY,USA,14606,https://www.hilton.com/en/hotels/rocgrht-home2-suites-rochester-greece/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/ROCGRHT/16888730/rocgrht-exterior.tif?impolicy=crop&cw=5000&ch=2094&gravity=NorthWest&xposition=0&yposition=629&rw=1308&rh=549,0,2022-06-01,43.179565,-77.686844,NULL
Home2 Suites by Hilton Rowlett Dallas East I-30,www.hilton.com,https://www.hilton.com/en/hotels/dfwrwht-home2-suites-rowlett-dallas-east-i-30/,8609 Sunset Blvd,Rowlett,TX,USA,75088,https://www.hilton.com/en/hotels/dfwrwht-home2-suites-rowlett-dallas-east-i-30/hotel-location/,,HILTON,CHAIN,2022-04-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,32.878983,-96.519852,NULL
Home2 Suites By Hilton St. Louis Downtown,www.hilton.com,https://www.hilton.com/en/hotels/stlcsht-home2-suites-st-louis-downtown/,1221 Locust Street,St. Louis,MO,USA,63103,https://www.hilton.com/en/hotels/stlcsht-home2-suites-st-louis-downtown/hotel-location/,,HILTON,CHAIN,2022-04-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,38.631268,-90.198166,NULL
Home2 Suites by Hilton Troy,www.hilton.com,https://www.hilton.com/en/hotels/dtwhtht-home2-suites-troy/,1035 Wilshire Dr,Troy,MI,USA,48084,https://www.hilton.com/en/hotels/dtwhtht-home2-suites-troy/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/DAYTRHT/16286872/dsc-6663-4-5.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,42.563808,-83.169548,NULL
Home2 Suites by Hilton Tucson Downtown,www.hilton.com,https://www.hilton.com/en/hotels/tuscaht-home2-suites-tucson-downtown/,141 S Stone Ave,Tuson,AZ,USA,85701,https://www.hilton.com/en/hotels/tuscaht-home2-suites-tucson-downtown/hotel-location/,,HILTON,CHAIN,2022-03-01,https://www.hilton.com/im/en/MultiHotel/16106413/dsc-4124-5-6.jpg?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1308&rh=549,0,2022-06-01,32.21983,-110.970726,NULL
Home2 Suites by Hilton Tupelo,www.hilton.com,https://www.hilton.com/en/hotels/tupgdht-home2-suites-tupelo/,1005 Landmark Blvd.,Tupelo,MS,USA,38804,https://www.hilton.com/en/hotels/tupgdht-home2-suites-tupelo/hotel-location/,,HILTON,CHAIN,2022-04-01,https://www.hilton.com/im/en/TUPGDHT/16489397/tupelo-exterior-1a.jpg?impolicy=crop&cw=5000&ch=2097&gravity=NorthWest&xposition=0&yposition=561&rw=1046&rh=439,0,2022-06-01,34.281963,-88.717255,NULL
Home2 Suites by Hilton Valdosta,www.hilton.com,https://www.hilton.com/en/hotels/vldhtht-home2-suites-valdosta/,1209 N. Saint Augustine Rd.,Valdosta,GA,USA,31601,https://www.hilton.com/en/hotels/vldhtht-home2-suites-valdosta/hotel-location/,,HILTON,CHAIN,2022-04-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1046&rh=439,0,2022-06-01,30.84388,-83.32637,NULL
Home2 Suites by Hilton Vicksburg,www.hilton.com,https://www.hilton.com/en/hotels/vksvmht-home2-suites-vicksburg/,40 Maxwell Dr.,Vicksburg,MS,USA,39180,https://www.hilton.com/en/hotels/vksvmht-home2-suites-vicksburg/hotel-location/,,HILTON,CHAIN,2022-04-01,https://www.hilton.com/im/en/VKSVMHT/16302310/vksvmht-exterior-01.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=618&rw=1046&rh=439,0,2022-06-01,32.342579,-90.83606,NULL
Home2 Suites by Hilton Vidalia,www.hilton.com,https://www.hilton.com/en/hotels/vdivght-home2-suites-vidalia/,154 Mose Coleman Drive,Vidalia,GA,USA,30474,https://www.hilton.com/en/hotels/vdivght-home2-suites-vidalia/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1046&rh=439,0,2022-06-01,32.202236,-82.356941,NULL
Home2 Suites by Hilton Whitestown Indianapolis NW,www.hilton.com,https://www.hilton.com/en/hotels/indetht-home2-suites-whitestown-indianapolis-nw/,6017 Perry Worth Road,Whitestown,IN,USA,46075,https://www.hilton.com/en/hotels/indetht-home2-suites-whitestown-indianapolis-nw/hotel-location/,,HILTON,CHAIN,2022-05-01,https://www.hilton.com/im/en/NoHotel/7960223/h2-olvclht-businesswomanstudiosuite1-propped-brand-shoot.tif?impolicy=crop&cw=5000&ch=2098&gravity=NorthWest&xposition=0&yposition=617&rw=1046&rh=439,0,2022-06-01,39.951157,-86.35688,NULL
"Hotel Clio, a Luxury Collection Hotel, Denver Cherry Creek",www.marriott.com,https://www.marriott.com/hotels/travel/denld-hotel-clio-a-luxury-collection-hotel-denver-cherry-creek/,150 Clayton Ln,Denver,CO,USA,80206,https://www.marriott.com/hotels/maps/travel/denld-hotel-clio-a-luxury-collection-hotel-denver-cherry-creek/,,MARRIOTT,Newly Renovated,2022-04-01,https://i.travelapi.com/hotels/2000000/1060000/1054500/1054408/00420ae8_b.jpg,0,2022-06-01,39.718891,-104.955589,219473
Hotel Marcel New Haven,www.hilton.com,https://www.hilton.com/en/hotels/hvnsdup-hotel-marcel-new-haven/,500 Sargent Dr,New Haven,CT,USA,06511,https://www.hilton.com/en/hotels/hvnsdup-hotel-marcel-new-haven/hotel-location/,,HILTON,BOUTIQUE,2022-05-16,https://www.hilton.com/im/en/HVNSDUP/15503213/hvnsd-rendering-from-north.jpeg?impolicy=crop&cw=4465&ch=1874&gravity=NorthWest&xposition=0&yposition=562&rw=1308&rh=549,0,2022-06-01,41.296501,-72.91851,NULL
Hyatt Centric Santa Clara Silicon Valley,www.hyatt.com,https://www.hyatt.com/en-US/hotel/california/hyatt-centric-santa-clara-silicon-valley/sjccs/rooms,3100 Lakeside Dr,Santa Clara,CA,USA,95054,https://www.google.com/maps/search/?api=1&query=3100+Lakeside+Drive%2C+Santa+Clara%2C+California%2C+United+States%2C+95054,,HYATT,CHAIN,2022-04-15,https://i.travelapi.com/hotels/1000000/30000/25400/25373/ad74f654_b.jpg,0,2022-06-01,37.38652,-121.983437,128201
Jefferson Street Inn,www.radissonhotelsamericas.com,https://www.radissonhotelsamericas.com/en-us/hotels/radisson-individuals-jefferson-street-inn,201 Jefferson St,Wausau,WI,USA,54403,https://www.radissonhotelsamericas.com/en-us/hotels/radisson-individuals-jefferson-street-inn/contact#entity-map,,RADISSON,CHAIN,2022-04-15,https://i.travelapi.com/hotels/33000000/32790000/32786500/32786449/3a4b30f9_b.jpg,0,2022-06-01,44.959736,-89.629173,1834189
Marriott San Antonio Airport,www.marriott.com,https://www.marriott.com/en-us/hotels/satma-marriott-san-antonio-airport/overview/,77 NE Interstate 410 Loop,San Antonio,TX,USA,78216,https://www.google.com/maps/search/?api=1&query=Marriott+San+Antonio+Airport,,MARRIOTT,BUSINESS,2022-05-01,https://cache.marriott.com/content/dam/marriott-renditions/dm-static-renditions/mc/us-canada/hws/s/satma/en_us/photo/unlimited/assets/mc-satma-mh-satma-exterior-292-37204-pano-hor.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-06-01,29.521257,-98.488617,NULL
Renaissance New York Flushing Hotel at Tangram,www.marriott.com,https://www.marriott.com/en-us/hotels/nycbu-renaissance-new-york-flushing-hotel-at-tangram/overview/,133-36 37th Avenue,Queens,NY,USA,11354,https://www.google.com/maps/search/?api=1&query=Renaissance+New+York+Flushing+Hotel+at+Tangram,,MARRIOTT,BUSINESS,2022-06-15,https://s7d1.scene7.com/is/image/marriotts7prod/br-nycbu-37th-avenue-re-25769-98268:Pano-Hor?wid=2280&fit=constrain,0,2022-06-01,40.760296,-73.833504,NULL
Residence Inn Pigeon Forge,www.marriott.com,https://www.marriott.com/en-us/hotels/tysrk-residence-inn-pigeon-forge/overview/,2959 Teaster Lane,Pigeon Forge,TN,USA,37863,https://www.google.com/maps/search/?api=1&query=Residence+Inn+Pigeon+Forge,,MARRIOTT,BUSINESS,2022-04-01,https://cache.marriott.com/content/dam/marriott-renditions/RI/ri-main03-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-06-01,35.796619,-83.558327,NULL
ROOST Cleveland,www.myroost.com,https://www.myroost.com/extended-stay-hotel-cleveland-ohio,105 Prospect Ave E,Cleveland,OH,USA,44115,https://www.myroost.com/extended-stay-hotel-cleveland-ohio,,OTHER,BUSINESS,2022-04-01,https://www.myroost.com/hs-fs/hubfs/ROOST/Cleveland/Cleveland_Cropped_1.jpg?width=1440&height=1560&name=Cleveland_Cropped_1.jpg,0,2022-06-01,41.498283,-81.691231,NULL
Sheraton Nashua,www.marriott.com,https://www.marriott.com/en-us/hotels/mhtsi-sheraton-nashua/overview/,11 Tara Blvd,Nashua,NH,USA,03062,https://www.google.com/maps/search/?api=1&query=Sheraton+Nashua,,MARRIOTT,BUSINESS,2022-05-01,https://i.travelapi.com/hotels/1000000/30000/23100/23087/1e9038ed_b.jpg,0,2022-06-01,42.710716,-71.453033,237252
Signia by Hilton San Jose,www.hilton.com,https://www.hilton.com/en/hotels/sjcsmhh-signia-san-jose/,170 S Market St,San Jose,CA,USA,95113,https://www.hilton.com/en/hotels/sjcsmhh-signia-san-jose/hotel-location/,,HILTON,BOUTIQUE,2022-05-01,https://i.travelapi.com/hotels/1000000/20000/16000/15920/0a7f71bf_b.jpg,0,2022-06-01,37.333019,-121.888901,116825
Sky Rock Sedona,skyrocksedona.com,https://skyrocksedona.com/,1200 West Highway 89A,Sedona,AZ,USA,86336,https://www.marriott.com/hotels/maps/travel/flgsx-sky-rock-sedona/,,MARRIOTT,RENOVATED,2022-04-01,https://i.travelapi.com/hotels/1000000/20000/13000/12934/4d59296b_b.jpg,0,2022-06-01,34.863766,-111.78196,206784
SpringHill Suites Lindale,www.marriott.com,https://www.marriott.com/hotels/travel/tyrsl-springhill-suites-lindale/,505 N Main St,Lindale,TX,USA,75771,https://www.marriott.com/hotels/maps/travel/tyrsl-springhill-suites-lindale/,,MARRIOTT,CHAIN,2022-06-01,https://cache.marriott.com/marriottassets/marriott/SH/sh-main-0001-hor-feat.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-06-01,32.519737,-95.410172,NULL
"Stanly Ranch, Auberge Resorts Collection",aubergeresorts.com,https://aubergeresorts.com/stanlyranch/,200 Stanly Crossroad,Napa,CA,USA,94559,https://aubergeresorts.com/stanlyranch/getting-here/,,OTHER,BOUTIQUE,2022-05-01,https://i.travelapi.com/hotels/1000000/50000/40700/40606/1d5514ce_b.jpg,0,2022-06-01,38.242477,-122.301201,214266
"TETRA Hotel, an Autograph Collection",www.marriott.com,https://www.marriott.com/en-us/hotels/sjcva-tetra-hotel-autograph-collection/overview/,400 W Java Dr,Sunnyvale,CA,USA,94089,https://www.google.com/maps/search/?api=1&query=TETRA+Hotel%2C++Autograph+Collection,,MARRIOTT,BOUTIQUE,2022-04-01,https://cache.marriott.com/content/dam/marriott-renditions/SJCVA/sjcva-entrance-4182-hor-wide.jpg?output-quality=70&interpolation=progressive-bilinear&downsize=2280px:*,0,2022-06-01,37.412231,-122.022614,NULL
"The Alamite, Tuscaloosa, a Tribute Portfolio Hotel",www.marriott.com,https://www.marriott.com/hotels/travel/bhmtx-the-alamite-tuscaloosa-a-tribute-portfolio-hotel/,2301 6th St.,Tuscaloosa,AL,USA,35403,https://www.marriott.com/hotels/maps/travel/bhmtx-the-alamite-tuscaloosa-a-tribute-portfolio-hotel/,,MARRIOTT,BOUTIQUE,2022-07-15,https://cache.marriott.com/is/image/marriotts7prod/tx-bhmtx-north-perspective-40503:Feature-Hor?output-quality=70&interpolation=progressive-bilinear&downsize=1180px:*,0,2022-06-01,33.20887,-87.566673,NULL
The Constance,www.theconstancelenox.com,https://www.theconstancelenox.com/,11 Old Stockbridge Rd,Lenox,MA,USA,01240,https://www.theconstancelenox.com/,,OTHER,BOUTIQUE,2022-04-01,https://i.travelapi.com/hotels/1000000/10000/3200/3115/e2b1e473_b.jpg,0,2022-06-01,42.355694,-73.285057,2400780
